1/31/2021 22:00:06,Male,Asian,Sophomore,Computer Science,3.7 - 4.0,Same,14,Yes,2,It was okay,Try to give yourself some free time and balance your studying so you can keep up with the workload and not go insane at the same time.,1,0,7,6,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,2,2,Using the restroom.,5,Both,5,3,Easier please!,1 am,9+,5 pm - 1 am,8pm  - 10 pm (study break),10,8,6,Yes,4,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,Yes,Yes,1 to 3 times a week,5 to 7 times a week,4,1,3-5 times a week,Yes,Gotten worse,No,No,"Netflix, Hulu",$21 to $30,"No, I use a family member's account",Hulu,"Netflix, Hulu",$21 to $30,"No, I use a family member's account",Paid for Hulu (comes with Spotify),Yes
1/31/2021 22:01:29,Male,Black or African American,Junior,Computer Science,2.7 - 2.99,Decrease,13,No,2,It was okay,Don’t fall behind in classes,1,2,2-3,9-10,Didn’t attend UCR,Off-campus,Off - Campus Apartment,Combined (Online + on-campus),Answer polls/questions (when mandatory for participation credit),3,2,4,Other class work,2,Both,5,3,More engaging content,12,8,9AM- 3PM,9AM - 3PM,10,9,9-10,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,1 to 3 times a week,3 to 5 times a week,2,1,3-5 times a week,Yes,Gotten worse,No,Yes,"Netflix, Amazon prime",$11 to $20,Combination of C and A,Amazon Video,Netflix,$11 to $20,"Yes, I pay for the whole subscription","Netflix, Amazon Video",Major Yes
2/1/2021 8:58:55,Female,middle eastern ,Sophomore,CSBA,3.0 - 3.29,Decrease,18,Yes,3,It wasn't very good,"make friends in classes, form study groups",0,2,5+,9,at home,Off-campus,at home,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Turn on your camera (when not mandatory), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,3,eat,4,Both,4,3,trying to make it more interactive,1am,6,9am - 7pm,8pm - 10pm,50,45,3 hours,Yes,1,Cat,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Lack of support system,No,No,Yes,1 to 3 times a week,3 to 5 times a week,3,1,0-1 times a week,Yes,Gotten worse,Yes,Yes,"Netflix, Hulu",$11 to $20,"Yes, I paid for the whole subscription","hulu, netflix","Netflix, Hulu",$11 to $20,"Yes, I pay for the whole subscription","hulu, netlike",yes
2/1/2021 10:58:19,Male,Asian,Sophomore,Computer Science (ENCS),3.7 - 4.0,Same,4,Yes,5,I love it / I had a great time,Try to have a good school-life balance,5,0,0,4,UCR Dorms,On-campus,On Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Take notes",1,1,2,Eat,5,I actually watch the recorded lectures,4,2,"The leniency of professor, because some are just... not good",12am,8,11am - 4pm,I don't game.. I watch yt videos here and there,2,4,2,No,0,I still don't own a pet!,I don't eat meat,"Personal Preference, Religious Beliefs","Moved back in with parents, Lack of support system",No,No,No,1 to 3 times a week,5 to 7 times a week,1,1,0-1 times a week,Yes,Gotten worse,Yes,Yes,None,I did not own any subscriptions,Dont have a subscription,None,None,I do not own any subscriptions.,None,None,None fam
2/1/2021 11:28:50,Male,Asian,Sophomore,CS,3.7 - 4.0,Increase,18,Yes,5,I love it / I had a great time,-----,None,None,2,10,UCR Dorms,Off-campus,On Campus Apartment,Remote-learning (Online instruction),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally), Take notes",2,3,1,------,5,Both,4,5,---------,11pm,8,,,100,,5,No,0,I still don't own a pet!,Poultry,Personal Preference,Moved back in with parents,No,No,No,none,1 to 3 times a week,1,1,0-1 times a week,No,Improved,Yes,No,Netflix,$10 or less,"No, I use a family member's account",None,None,I do not own any subscriptions.,I don't own a subscription,None,No
2/1/2021 11:39:32,Male,"Asian, White",Senior/Senior+,Physics,3.3 - 3.69,Decrease,12,Yes,4,It was okay,"Be proactive in your learning experience in regards to practicing techniques you learn, finding applications to your studies in academia or industry and pursuing inroads to pursuing those applications",0,0,0,3,On-campus Apartments,On-campus,I will be graduated by the time COVID-19 restrictions have lifted,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,3,eat,4,I tell myself that I will watch the recorded lectures,2,3,more student engagement via in class exercises,11 PM,8,8am - 7 pm,7pm - 10:30 pm,107280,23760,5,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,none,none,2,1,0-1 times a week,No,Unchanged,No,No,"Netflix, Disney+",I did not own any subscriptions,"No, I use a family member's account",None,"Netflix, Disney+",I do not own any subscriptions.,"No, I use a family member's account",None,"No, though I have started watching more videos on Youtube"
2/1/2021 12:04:44,Male,Asian,Sophomore,Math ,3.3 - 3.69,,16,Yes,2,It wasn't very good,Study,0,0,0,5-7,UCR Dorms,On-campus,Off - Campus Apartment,Combined (Online + on-campus),Answer polls/questions (when mandatory for participation credit),2,2,2,Read,3,Both,4,3,All lectures recorded,2-3am,7,,,4,,5,No,3,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,1 to 3 times a week,1 to 3 times a week,3,1,1-2 times a week,No,Gotten worse,No,Yes,None,I did not own any subscriptions,"No, I use a friend's account",None,None,I do not own any subscriptions.,I don't own a subscription,None,Nope 
2/1/2021 12:22:18,Male,Asian,Sophomore,Bioengineering,3.7 - 4.0,Decrease,18,Yes,2,It wasn't very good,Plan ahead,one,0,5+,20+,On-campus Apartments,On-campus,Off - Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,2,1,Sleep,4,I actually watch the recorded lectures,2,4,Allowing better collaboration,1am,7,Depends,Depends,5,5,3-4 hours,Yes,1,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,1 to 3 times a week,3 to 5 times a week,1,1,3-5 times a week,No,Unchanged,Yes,Yes,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,"no, But more youtube"
2/1/2021 12:48:31,Male,Asian,Sophomore,Computer Science,3.7 - 4.0,Same,17,Yes,3,It wasn't very good,Pick up a hobby,1,0,0,15,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),Answer polls/questions (when mandatory for participation credit),1,1,1,Eat,5,I actually watch the recorded lectures,3,2,Remove tests ,2am,8,11am to 5pm ,8pm to 12am,100,250,4-5 hours,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,none,5 to 7 times a week,2,1,5-7 times a week,Yes,Unchanged,No,No,"Netflix, Hulu",$11 to $20,"No, I use a family member's account",None,"Netflix, Hulu",$11 to $20,"No, I use a family member's account",None,No 
2/1/2021 14:23:26,Male,White,Junior,Electrical Engineering,3.0 - 3.29,Decrease,17,Yes,2,It wasn't very good,Stay on top of your work,4,20,3,30,Off-campus Apartments,Off-campus,Off - Campus Apartment,Combined (Online + on-campus),Take notes,2,2,2,"Eat, homework",5,I actually watch the recorded lectures,3,2,Have only pre recorded lectures,2am,6,"12pm-6pm, 8pm-2am","10am-11am,6pm-8pm",35,50,1.5,No,0,I still don't own a pet!,Poultry,"I, in fact, DO eat all types of meat!",Lost a job,No,Yes,Yes,1 to 3 times a week,5 to 7 times a week,4,2,5-7 times a week,Yes,Unchanged,No,No,Netflix,I did not own any subscriptions,"No, I use a family member's account",None,Netflix,I do not own any subscriptions.,"No, I use a family member's account",None,No
2/1/2021 14:37:09,Male,Asian,Sophomore,Computer Eng,3.7 - 4.0,Increase,18,Yes,3,It was okay,go try-hard,3,5,7,10,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),None of the above,3,1,3,doze off,4,Neither,4,2,better,10pm,7,no set schedule,no set schedule,100,200,2 hr,No,0,I still don't own a pet!,I don't eat meat,Religious Beliefs,Moved back in with parents,No,No,No,3 to 5 times a week,5 to 7 times a week,2,4,5-7 times a week,No,Unchanged,No,Yes,"Netflix, Hulu",$10 or less,"No, I use a family member's account",Hulu,"Netflix, Hulu",$10 or less,"Yes, I pay for the whole subscription",Hulu,no
2/1/2021 14:57:28,Female,Asian,Sophomore,Computer Science w/ Business Applications,3.7 - 4.0,Decrease,17,Yes,3,It was okay,Try to form a group of friends who you can study together and talk with.,1,0,5,30,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Ask questions (verbally), Take notes",1,2,4,eat,5,I tell myself that I will watch the recorded lectures,5,3,The work for classes,2am,6,"8am-12pm, 4pm-12pm",11am-4pm,25,36,6,No,0,I still don't own a pet!,I don't eat meat,"Personal Preference, Religious Beliefs",Moved back in with parents,No,No,No,1 to 3 times a week,3 to 5 times a week,4,3,0-1 times a week,Yes,Unchanged,No,No,Netflix,I did not own any subscriptions,"No, I use a family member's account",none,"Netflix, HBO Max, Crunchyroll",$10 or less,"No, I use a family member's account",none,yes
2/1/2021 15:40:03,Male,Hispanic or Latino or Spanish Origin,Senior/Senior+,Biology,3.3 - 3.69,Same,15,Yes,4,I love it / I had a great time,Idk,4,2,3,5,Off-campus Apartments,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer questions (when not mandatory, in chat), Ask questions (in chat), Ask questions (verbally)",4,3,4,Eat,4,Neither,5,3,Nothing ,3am,4,10am+,,10,7,4,Yes,6+,"Cat, Fish, Urchin","Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,Yes,No,No,5 to 7 times a week,5 to 7 times a week,2,3,0-1 times a week,Yes,Unchanged,Yes,Yes,"Netflix, HBO Max, Disney+",$10 or less,"No, I use a family member's account",None,"Netflix, HBO Max, Disney+",I do not own any subscriptions.,"No, I use a family member's account",None,No
2/1/2021 16:11:17,Female,Asian,Senior/Senior+,csba,3.3 - 3.69,Increase,13,Yes,2,I enjoyed it but it could have been better,go to office hours and live on campus lol,2,20,2,20,Off-campus Apartments,On-campus,On Campus Apartment,Combined (Online + on-campus),"Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally), Take notes",1,3,4,n/a,5,I actually watch the recorded lectures,5,5,teachers need to have ipads,1 am,7,6 pm to 11 pm,,45,50,5,No,0,I still don't own a pet!,Seafood,Environmental/ Animal Rights,Moved back in with parents,Yes,No,No,3 to 5 times a week,1 to 3 times a week,4,2,0-1 times a week,No,Unchanged,No,Yes,Netflix,$11 to $20,"Yes, I paid for the whole subscription",netflix,Netflix,$11 to $20,"Yes, I pay for the whole subscription",netflix,no
2/1/2021 16:12:03,Female,Asian,Sophomore,computer science with business applications,3.3 - 3.69,Increase,14,Yes,4,It was okay,To stay on top of things,3,2,2,35,UCR Dorms,On-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,1,1,eat,5,Both,3,3,i dont know what i would change,1am,6,9am-10pm,10pm-12am,8,9,0,No,0,I still don't own a pet!,I don't eat meat,Religious Beliefs,Moved back in with parents,No,No,No,1 to 3 times a week,5 to 7 times a week,4,3,1-2 times a week,No,Unchanged,No,No,Netflix,$11 to $20,"No, I use a family member's account",None,Netflix,I do not own any subscriptions.,"No, I use a family member's account",None,yes
2/1/2021 16:12:03,Male,Hispanic or Latino or Spanish Origin,Sophomore,Computer Engineering,3.3 - 3.69,Decrease,12,Yes,2,It was okay,Try to participate in any way possible,0,Don't Know,0,15,UCR Dorms,On-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer questions (when not mandatory, in chat), Take notes",2,3,3,eating,4,I tell myself that I will watch the recorded lectures,3,1,"More engaging, more resources to help with difficult concepts",3am,6,4pm-7pm,8pm-3am,100,20,10,Yes,1,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!","Moved back in with parents, Lack of support system",No,Yes,Yes,1 to 3 times a week,5 to 7 times a week,5,2,5-7 times a week,Yes,Gotten worse,No,Yes,Disney+,$10 or less,"Yes, I paid for the whole subscription",Disney plus,"Netflix, Hulu, HBO Max, Disney+, Funimation",$21 to $30,"No, I split the cost with someone","Hulu, Netflix, Funimatino",yes
2/1/2021 16:12:55,Female,Asian,Senior/Senior+,CS,3.7 - 4.0,Same,12,Yes,3,It was okay,time management,0,0,1,8,Off-campus Apartments,Off-campus,Off - Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,2,"eat, sleep",5,Both,5,3,n/a,2am,8,2-5pm 6-8pm,8pm-1am,100,100,300,Yes,2,"Cat, Hamster / Guinea Pig","Red Meat, Poultry, Seafood",Religious Beliefs,Lack of support system,No,No,No,none,1 to 3 times a week,2,1,0-1 times a week,Yes,Improved,Yes,Yes,HBO Max,$10 or less,"No, I use a family member's account",none,HBO Max,$10 or less,"No, I use a family member's account",none,yes
2/1/2021 16:21:07,Male,Asian,Sophomore,Computer Science,3.7 - 4.0,Decrease,14,Yes,3,It was okay,A calendar or task list is really important in keeping track of things,1 or 2,2/3,12,10,Home,On-campus,Home,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",2,2,1,"Work from another class, eat, and sleep",5,Both,4,4,To have less education platforms that teachers use and to streamline into less things such as Gradescope and iLearn only,5am,5,"11am-1pm, 8pm-10pm, 1am-4am","1-5pm, 10-12pm",6,5,5,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,3 to 5 times a week,5 to 7 times a week,4,2,3-5 times a week,No,Gotten worse,No,No,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,"Twitch, Youtube"
2/1/2021 16:22:25,Female,Asian,Freshman,Biology,3.7 - 4.0,Same,17,No,2,It wasn't very good,"When you schedule your classes, let yourself take breaks in between classes.",0,1,4,10-15,Home,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,2,"Cooking, listening idly in bed (but not sleeping), other work, Eating",4,I tell myself that I will watch the recorded lectures,3,1,It’d be nice to meet other people. I don’t like studying alone.,11pm,7,9am-2pm; 4pm-6pm,6am-8am; 8pm-10pm,7,10,2-4 hours,No,0,I still don't own a pet!,"Poultry, Seafood",Health,None of the above,No,No,No,none,3 to 5 times a week,4,1,0-1 times a week,Yes,Unchanged,No,No,None,I did not own any subscriptions,I don't own a subscription,None,Netflix,$10 or less,"No, I use a family member's account",None,No
2/1/2021 16:23:08,Male,White,Senior/Senior+,Mechanical Engineering,3.0 - 3.29,Increase,16,Yes,4,It wasn't very good,"Without COVID, get involved in clubs that you actually care about. With COVID, have a morning and night time routine as well as an exercise routine. Limit cell phone usage.",0,0,5,12,Off campus - House (Not greek),On-campus,Same place I live now.,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,1,Eating or doing other homework.,5,Both,4,3,Make it more interactive somehow. ,10pm - 12am,8,"10am - 5pm, sometimes 7pm to 10pm",11pm - 12 am,6,6,2,No,0,I still don't own a pet!,"Poultry, Seafood",Health,"Lost a job, Lack of support system",No,No,No,none,none,2,4,5-7 times a week,Yes,Improved,Yes,No,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,NO!
2/1/2021 16:29:46,Male,Asian,Junior,CS,2.3 - 2.69,Increase,13,Yes,2,It was okay,study,0,0,0,6,Off-campus Apartments,On-campus,Off - Campus Apartment,Remote-learning (Online instruction),"Answer polls/questions (when mandatory for participation credit), Take notes",1,1,2,"eat, do homeworks",4,I actually watch the recorded lectures,3,4,as is,random,8,9am-4pm GMT+9,4pm-3am GMT+9,15,15,6,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,none,none,1,1,0-1 times a week,No,Unchanged,No,No,Crunchyroll,$10 or less,"Yes, I paid for the whole subscription",Crunchyroll,Crunchyroll,$10 or less,"Yes, I pay for the whole subscription",Crunchyroll,no
2/1/2021 16:33:54,Female,Asian,Sophomore,computer science,3.3 - 3.69,Decrease,18,Yes,2,It was okay,To not procrastinate and take class seriously. Try not to cram.,0,2,8,40,Off-campus Apartments,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat)",1,1,4,"Reading books, sleep, eat, work on other class work",4,I tell myself that I will watch the recorded lectures,4,3,Stop giving busy work,4am,8,"1pm - 5pm, 9pm - 2am",,10,12,5,No,0,I still don't own a pet!,Poultry,Personal Preference,"Moved back in with parents, Lack of support system",Yes,Yes,Yes,1 to 3 times a week,none,4,4,1-2 times a week,Yes,Unchanged,No,No,"Netflix, Disney+",$10 or less,"No, I use a family member's account",i paid for disney plus with a friend but my dad pays for netflix,"Netflix, HBO Max, Disney+",$10 or less,"No, I split the cost with someone",split hbo max and disney plus with friend,yes
2/1/2021 16:34:54,Male,White,Sophomore,Computer Science,3.3 - 3.69,Decrease,17,Yes,4,I enjoyed it but it could have been better,Try to finds friends to talk about your classes with. ,0,0,5+,definitely over 15,Off-campus Apartments,On-campus,Off - Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,1,1,eat,5,I actually watch the recorded lectures,5,4,more polls would be nice to simulate the professor asking questions in person,11pm,7,"MWF: 11am-5pm, TTH: 8am-6:30pm",whenever Im free and dont have work,60,60,3-6,Yes,1,Cat,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,1 to 3 times a week,3 to 5 times a week,1,1,0-1 times a week,Yes,Improved,No,Yes,Netflix,$10 or less,"No, I use a family member's account",None,"Netflix, Crunchyroll",$10 or less,"No, I split the cost with someone",None,the same 
2/1/2021 16:46:32,Prefer not to say,Asian,Sophomore,Computer Science,3.7 - 4.0,Same,14,Yes,1,I enjoyed it but it could have been better,"Socialize, I never did any networking or attempted talking to anyone so now I just sit around all day feeling unmotivated and disconnected from my peers :shrug:",2,0,0,8,UCR Dorms,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Take notes",3,3,3,i sleep and sometimes cry a bit,4,I tell myself that I will watch the recorded lectures,5,1,I absolutely despise the amount of work professors are pushing onto us,midnight,6,i sit around all day and push my work until the last possible moment so really it varies,"if anyone in da game, we all in da game",7,3,12,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!","Moved back in with parents, Lack of support system",Yes,No,Yes,none,3 to 5 times a week,1,1,3-5 times a week,Yes,Gotten worse,No,Yes,None,I did not own any subscriptions,I don't own a subscription,none,None,I do not own any subscriptions.,I don't own a subscription,none,nah
2/1/2021 16:50:20,Male,Asian,Junior,CSBA,3.3 - 3.69,Decrease,12,Yes,2,It wasn't very good,"Make sure to start early on assignments and material review, dont procrastinate.",1,3,4,10,On-campus Apartments,On-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",4,1,2,"Eat, cook, work from other classes",5,Both,1,2,"Having all lectures be shorter and prerecorded with more office hour availability, I find it hard to pay attention for a full lecture time and find it more effective to learn on my own and then ask for help.",2am,8,4-9,"2-4, 9-12",25,20,5,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,none,1 to 3 times a week,3,1,1-2 times a week,No,Unchanged,No,No,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,No
2/1/2021 16:55:38,Male,Asian,Sophomore,Computer Engineering,3.7 - 4.0,Decrease,17,Yes,5,I love it / I had a great time,Make connections and form study groups. Reach out to other people.,1,0,6 times,6-8 hours,Off-campus Apartments,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,2,work on other class assignments,5,I actually watch the recorded lectures,2,3,Make the lab manuals updated for the online format.,12 am,7,10am-6pm,9pm-12am ,20,15,3,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,5 to 7 times a week,5 to 7 times a week,2,1,5-7 times a week,Yes,Unchanged,No,No,Netflix,$10 or less,"No, I use a friend's account",None,Netflix,$10 or less,"No, I use a family member's account",None,No I watch less now
2/1/2021 17:30:07,Female,"American Indian or Alaska Native, Black or African American",Senior/Senior+,Computer Science,3.3 - 3.69,Increase,17,No,3,It was okay,Use a calendar.,0,2,15-20,16,At home,Off-campus,Off - Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Take notes",1,1,1,"eat, drink coffee",5,Both,1,4,"For lectures that are only 50 minutes, supplemental video instruction to go along with the live lecture.",1am,7,10am-6pm,9pm-12am,36,44,2-3hrs,No,0,I still don't own a pet!,Poultry,"Health, allergy to seafood","Moved back in with parents, Lack of support system",No,No,No,1 to 3 times a week,5 to 7 times a week,4,1,0-1 times a week,Yes,Unchanged,No,No,"Netflix, Hulu, Disney+, Amazon Prime, Youtube Premium, Sling",$31+,"No, I split the cost with someone","Netflix, Hulu","Netflix, Hulu, Amazon Prime, Sling, Youtube Premium",$31+,"No, I split the cost with someone","Netflix, Hulu",No
2/1/2021 18:00:06,Male,Hispanic or Latino or Spanish Origin,Sophomore,Computer Science,3.7 - 4.0,Same,14,Yes,1,It wasn't very good,"Try as many things as you can, take advantage of everything",0,1,Twice every week,10,UCR Dorms,Off-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally)",1,1,3,"Eat, chores, work for other classes",4,Both,4,2,Tests and class engagement,2am,7,11am-12am,12am-2am,10,20,1,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!","Caught Covid-19, Moved back in with parents, Lack of support system",No,No,No,3 to 5 times a week,1 to 3 times a week,4,3,1-2 times a week,Yes,Improved,No,Yes,"Netflix, Hulu, prime video",$10 or less,"Yes, I paid for the whole subscription",Prime Video,"Netflix, Hulu, HBO Max, Disney+",$10 or less,"No, I use a family member's account",Prime Video,Yes
2/1/2021 21:50:38,Male,Asian,Junior,Computer Science,3.7 - 4.0,Same,13,No,5,It was okay,Try your best to make connections in class even though it's hard to do so in an online environment. Join Discord channels that are made for your class.,0,0,"I have attended many, not sure the exact amount.",20 hours,Transferred Fall 2020,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Take notes",1,1,1,"I only listen to the lecture, take notes, and eat during lecture time.",5,Both,3,3,I'm not sure,12-2am,7,10-6,9/10pm-1/2am,300,900,6,Yes,1,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,1 to 3 times a week,3 to 5 times a week,4,3,3-5 times a week,No,Unchanged,No,No,Netflix,$10 or less,"No, I use a family member's account",none,Netflix,$10 or less,"No, I use a family member's account",none,no
